"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"32658_at","VPS52, GARP complex subunit","VPS52","6293","","","","",NA,"",NA,NA,"","6p21.3","Chromosome 6, NC_000006.12 (33250272..33271965, complement)","protein binding///syntaxin binding","ectodermal cell differentiation///embryonic ectodermal digestive tract development///endocytic recycling///lysosomal transport///protein transport","EARP complex///GARP complex///Golgi apparatus///endosome membrane///membrane///perinuclear region of cytoplasm///recycling endosome///trans-Golgi network membrane","GO:0005515///GO:0019905","GO:0010668///GO:0048611///GO:0032456///GO:0007041///GO:0015031","GO:1990745///GO:0000938///GO:0005794///GO:0010008///GO:0016020///GO:0048471///GO:0055037///GO:0032588",-1.74988464346521,8.0339023341199,-6.99863196420648,6.88965173269821e-05,0.00696630084694971,2.15801657846783
"31431_at","Fc fragment of IgG receptor and transporter","FCGRT","2217","","","","Human IgG Fc receptor hFcRn mRNA, complete cds",595474,"U12255",NA,NA,"","19q13.3","Chromosome 19, NC_000019.10 (49512279..49526428)","IgG binding///IgG receptor activity///antigen binding///beta-2-microglobulin binding///NOT peptide antigen binding","Fc-gamma receptor signaling pathway///IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor///antigen processing and presentation///immune response","integral component of membrane///plasma membrane","GO:0019864///GO:0019770///GO:0003823///GO:0030881///NOT GO:0042605","GO:0038094///GO:0002416///GO:0019882///GO:0006955","GO:0016021///GO:0005886",-3.66292704747579,10.4623460581831,-6.98324825320538,7.00606565173167e-05,0.00696630084694971,2.14134325797833
"36554_at","acetylserotonin O-methyltransferase-like","ASMTL","8623","","","","Homo sapiens ASMTL gene",3808147,"Y15521",NA,NA,"","Xp22.3; Yp11.3","Chromosome Y, NC_000024.10 (1403139..1453794, complement)///Chromosome X, NC_000023.11 (1403140..1453795, complement)","O-methyltransferase activity///molecular_function///protein binding","biological_process///methylation","cytoplasm","GO:0008171///GO:0003674///GO:0005515","GO:0008150///GO:0032259","GO:0005737",-1.92388575753157,7.36550300795037,-6.96871282341166,7.11804205351693e-05,0.00696630084694971,2.12556071013575
"2044_s_at","RB transcriptional corepressor 1","RB1","5925","","","","Human retinoblastoma susceptibility mRNA, complete cds",190958,"M15400",NA,NA,"","13q14.2","Chromosome 13, NC_000013.11 (48303747..48481890)","DNA binding///RNA polymerase II activating transcription factor binding///androgen receptor binding///core promoter binding///identical protein binding///kinase binding///phosphoprotein binding///protein binding///transcription coactivator activity///transcription factor activity, sequence-specific DNA binding///transcription factor binding///ubiquitin protein ligase binding","G1/S transition of mitotic cell cycle///Ras protein signal transduction///androgen receptor signaling pathway///cell cycle arrest///cell cycle checkpoint///cell division///cell morphogenesis involved in neuron differentiation///cellular response to xenobiotic stimulus///chromatin remodeling///covalent chromatin modification///digestive tract development///enucleate erythrocyte differentiation///glial cell apoptotic process///hepatocyte apoptotic process///maintenance of mitotic sister chromatid cohesion///mitotic cell cycle checkpoint///myoblast differentiation///negative regulation of G1/S transition of mitotic cell cycle///negative regulation of epithelial cell proliferation///negative regulation of gene expression///negative regulation of protein kinase activity///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of smoothened signaling pathway///negative regulation of transcription from RNA polymerase II promoter during mitosis///negative regulation of transcription involved in G1/S transition of mitotic cell cycle///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///neuron apoptotic process///neuron maturation///neuron projection development///positive regulation of macrophage differentiation///positive regulation of mitotic metaphase/anaphase transition///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription regulatory region DNA binding///positive regulation of transcription, DNA-templated///protein localization to chromosome, centromeric region///regulation of centromere complex assembly///regulation of cohesin loading///regulation of lipid kinase activity///regulation of mitotic cell cycle///regulation of transcription involved in G1/S transition of mitotic cell cycle///sister chromatid biorientation///skeletal muscle cell differentiation///striated muscle cell differentiation///transcription, DNA-templated///viral process","PML body///Rb-E2F complex///SWI/SNF complex///chromatin///colocalizes_with cyclin/CDK positive transcription elongation factor complex///nucleoplasm///nucleus///spindle","GO:0003677///GO:0001102///GO:0050681///GO:0001047///GO:0042802///GO:0019900///GO:0051219///GO:0005515///GO:0003713///GO:0003700///GO:0008134///GO:0031625","GO:0000082///GO:0007265///GO:0030521///GO:0007050///GO:0000075///GO:0051301///GO:0048667///GO:0071466///GO:0006338///GO:0016569///GO:0048565///GO:0043353///GO:0034349///GO:0097284///GO:0034088///GO:0007093///GO:0045445///GO:2000134///GO:0050680///GO:0010629///GO:0006469///GO:0043433///GO:0045879///GO:0007070///GO:0071930///GO:0045892///GO:0045892///GO:0051402///GO:0042551///GO:0031175///GO:0045651///GO:0045842///GO:0045944///GO:2000679///GO:0045893///GO:0071459///GO:0090230///GO:0071922///GO:0043550///GO:0007346///GO:0000083///GO:0031134///GO:0035914///GO:0051146///GO:0006351///GO:0016032","GO:0016605///GO:0035189///GO:0016514///GO:0000785///colocalizes_with GO:0008024///GO:0005654///GO:0005634///GO:0005819",-1.89839482522003,8.7472758390331,-6.92799367419732,7.44230044395824e-05,0.00710240533251907,2.08119940614769
"758_at","prostaglandin I2 (prostacyclin) receptor (IP)","PTGIR","5739","","","","Homo sapiens IP gene for prostacyclin receptor, complete cds",60391291,"D38127",NA,NA,"","19q13.3","Chromosome 19, NC_000019.10 (46610040..46625118, complement)","guanyl-nucleotide exchange factor activity///prostacyclin receptor activity","G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger///adenylate cyclase-activating G-protein coupled receptor signaling pathway///cell-cell signaling///cellular response to prostaglandin D stimulus///inflammatory response///negative regulation of platelet-derived growth factor receptor signaling pathway///negative regulation of smooth muscle cell proliferation///positive regulation of GTPase activity///positive regulation of cAMP biosynthetic process///positive regulation of cAMP-mediated signaling///positive regulation of cytosolic calcium ion concentration///response to lipopolysaccharide","cytosol///integral component of plasma membrane///plasma membrane///plasma membrane","GO:0005085///GO:0016501","GO:0007187///GO:0007189///GO:0007267///GO:0071799///GO:0006954///GO:0010642///GO:0048662///GO:0043547///GO:0030819///GO:0043950///GO:0007204///GO:0032496","GO:0005829///GO:0005887///GO:0005886///GO:0005886",-1.86263422257736,7.19723788987723,-6.91367660948788,7.56012650411617e-05,0.00710240533251907,2.06554957510227
"160022_at","colony stimulating factor 1 receptor","CSF1R","1436","","","","Human mRNA for c-fms proto-oncogene",29899,"X03663",NA,NA,"","5q32","Chromosome 5, NC_000005.10 (150053291..150113372, complement)","ATP binding///cytokine binding///cytokine binding///macrophage colony-stimulating factor receptor activity///macrophage colony-stimulating factor receptor activity///protein homodimerization activity///protein phosphatase binding","axon guidance///cell proliferation///cell-cell junction maintenance///cellular response to cytokine stimulus///cellular response to macrophage colony-stimulating factor stimulus///cytokine-mediated signaling pathway///forebrain neuron differentiation///hemopoiesis///inflammatory response///innate immune response///macrophage colony-stimulating factor signaling pathway///macrophage differentiation///mammary gland duct morphogenesis///monocyte differentiation///multicellular organism development///negative regulation of apoptotic process///negative regulation of cell proliferation///olfactory bulb development///osteoclast differentiation///peptidyl-tyrosine phosphorylation///phosphatidylinositol metabolic process///phosphatidylinositol-mediated signaling///positive regulation of ERK1 and ERK2 cascade///positive regulation of cell migration///positive regulation of cell motility///positive regulation of cell proliferation///positive regulation of chemokine secretion///positive regulation of osteoclast differentiation///positive regulation of protein phosphorylation///positive regulation of protein serine/threonine kinase activity///positive regulation of protein tyrosine kinase activity///positive regulation of tyrosine phosphorylation of Stat3 protein///protein autophosphorylation///regulation of actin cytoskeleton reorganization///regulation of bone resorption///regulation of cell shape///ruffle organization///signal transduction///skeletal muscle tissue development///transmembrane receptor protein tyrosine kinase signaling pathway","CSF1-CSF1R complex///cell surface///integral component of plasma membrane///intracellular///plasma membrane","GO:0005524///GO:0019955///GO:0019955///GO:0005011///GO:0005011///GO:0042803///GO:0019903","GO:0007411///GO:0008283///GO:0045217///GO:0071345///GO:0036006///GO:0019221///GO:0021879///GO:0030097///GO:0006954///GO:0045087///GO:0038145///GO:0030225///GO:0060603///GO:0030224///GO:0007275///GO:0043066///GO:0008285///GO:0021772///GO:0030316///GO:0018108///GO:0046488///GO:0048015///GO:0070374///GO:0030335///GO:2000147///GO:0008284///GO:0090197///GO:0045672///GO:0001934///GO:0071902///GO:0061098///GO:0042517///GO:0046777///GO:2000249///GO:0045124///GO:0008360///GO:0031529///GO:0007165///GO:0007519///GO:0007169","GO:1990682///GO:0009986///GO:0005887///GO:0005622///GO:0005886",-3.25265628839023,9.31158844208939,-6.90924233863103,7.59703255731861e-05,0.00710240533251907,2.06069700218116
"40514_at","ERGIC and golgi 3","ERGIC3","51614","","","","",NA,"",NA,NA,"","20pter-q12","Chromosome 20, NC_000020.11 (35542029..35557634)","","vesicle-mediated transport","Golgi apparatus///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment membrane///integral component of membrane///membrane","","GO:0016192","GO:0005794///GO:0005789///GO:0033116///GO:0016021///GO:0016020",-1.76168813667185,8.2373061538579,-6.90868003345524,7.6017266490357e-05,0.00710240533251907,2.06008146593683
"41271_at","solute carrier family 7 member 8","SLC7A8","23428","","","","Homo sapiens mRNA for SLC7A8 protein",4581469,"Y18483",NA,NA,"","14q11.2","Chromosome 14, NC_000014.9 (23125295..23183660, complement)","L-amino acid transmembrane transporter activity///amino acid transmembrane transporter activity///amino acid transmembrane transporter activity///amino acid transmembrane transporter activity///antiporter activity///neutral amino acid transmembrane transporter activity///organic cation transmembrane transporter activity///peptide antigen binding///protein binding///toxin transporter activity","L-alpha-amino acid transmembrane transport///L-amino acid transport///amino acid transport///amino acid transport///cellular amino acid metabolic process///leukocyte migration///metal ion homeostasis///neutral amino acid transport///organic cation transport///response to toxic substance///toxin transport///transport","basolateral plasma membrane///cytoplasm///extracellular exosome///integral component of plasma membrane///plasma membrane///plasma membrane","GO:0015179///GO:0015171///GO:0015171///GO:0015171///GO:0015297///GO:0015175///GO:0015101///GO:0042605///GO:0005515///GO:0019534","GO:1902475///GO:0015807///GO:0006865///GO:0006865///GO:0006520///GO:0050900///GO:0055065///GO:0015804///GO:0015695///GO:0009636///GO:1901998///GO:0006810","GO:0016323///GO:0005737///GO:0070062///GO:0005887///GO:0005886///GO:0005886",-2.32880957364709,9.31527434118733,-6.89957325110798,7.67819335789175e-05,0.00710240533251907,2.05010673025959
"1641_s_at","damage specific DNA binding protein 1","DDB1","1642","","","","Human xeroderma pigmentosum group E UV-damaged DNA binding factor mRNA, complete cds",1136227,"U32986",NA,NA,"","11q12.2","Chromosome 11, NC_000011.10 (61299447..61333212, complement)","DNA binding///contributes_to damaged DNA binding///protein binding","DNA damage response, detection of DNA damage///DNA repair///UV-damage excision repair///Wnt signaling pathway///global genome nucleotide-excision repair///histone H2A monoubiquitination///interaction with symbiont///negative regulation of apoptotic process///nucleotide-excision repair///nucleotide-excision repair, DNA damage recognition///nucleotide-excision repair, DNA duplex unwinding///nucleotide-excision repair, DNA incision///nucleotide-excision repair, DNA incision, 3'-to lesion///nucleotide-excision repair, DNA incision, 5'-to lesion///nucleotide-excision repair, preincision complex assembly///nucleotide-excision repair, preincision complex stabilization///positive regulation by virus of viral protein levels in host cell///positive regulation of viral genome replication///positive regulation of viral release from host cell///proteasome-mediated ubiquitin-dependent protein catabolic process///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of mitotic cell cycle phase transition///transcription-coupled nucleotide-excision repair///viral process","Cul4-RING E3 ubiquitin ligase complex///Cul4A-RING E3 ubiquitin ligase complex///Cul4B-RING E3 ubiquitin ligase complex///cytoplasm///extracellular exosome///extracellular space///nuclear chromosome, telomeric region///nucleoplasm///nucleoplasm///nucleus","GO:0003677///contributes_to GO:0003684///GO:0005515","GO:0042769///GO:0006281///GO:0070914///GO:0016055///GO:0070911///GO:0035518///GO:0051702///GO:0043066///GO:0006289///GO:0000715///GO:0000717///GO:0033683///GO:0006295///GO:0006296///GO:0006294///GO:0006293///GO:0046726///GO:0045070///GO:1902188///GO:0043161///GO:0042787///GO:1901990///GO:0006283///GO:0016032","GO:0080008///GO:0031464///GO:0031465///GO:0005737///GO:0070062///GO:0005615///GO:0000784///GO:0005654///GO:0005654///GO:0005634",-1.73767449195464,9.27432575095098,-6.88538798251054,7.79898512907933e-05,0.00710240533251907,2.0345475033369
"41094_at","prolactin induced protein","PIP","5304","","","","H.sapiens mRNA for prolactin-inducible protein",2292895,"Y10179",NA,NA,"","7q34","Chromosome 7, NC_000007.14 (143132081..143139741)","IgG binding///actin binding///aspartic-type endopeptidase activity///glycoprotein binding///protein binding///protein dimerization activity","detection of chemical stimulus involved in sensory perception of bitter taste///negative regulation of T cell apoptotic process///positive regulation of gene expression///proteolysis///regulation of immune system process///retina homeostasis///transmembrane transport","apical plasma membrane///extracellular exosome///extracellular region///extracellular space///nucleus","GO:0019864///GO:0003779///GO:0004190///GO:0001948///GO:0005515///GO:0046983","GO:0001580///GO:0070233///GO:0010628///GO:0006508///GO:0002682///GO:0001895///GO:0055085","GO:0016324///GO:0070062///GO:0005576///GO:0005615///GO:0005634",-2.73135253405749,4.02507557010123,-6.7323724664269,9.24283895221268e-05,0.00787905070527861,1.86499641547673
"35869_at","lymphocyte antigen 86","LY86","9450","","","","Homo sapiens BCG-regulated mRNA for MD-1 homologue, complete cds",4586549,"AB020499",NA,NA,"","6p25.1","Chromosome 6, NC_000006.12 (6588639..6654983)","","apoptotic process///cell proliferation///humoral immune response///inflammatory response///innate immune response///positive regulation of lipopolysaccharide-mediated signaling pathway","extracellular space///plasma membrane","","GO:0006915///GO:0008283///GO:0006959///GO:0006954///GO:0045087///GO:0031666","GO:0005615///GO:0005886",-1.99036763901476,9.66877807499458,-6.72691781101185,9.29944244989381e-05,0.00787905070527861,1.85889395284946
"33983_at","CD101 molecule","CD101","9398","","","","H.sapiens V7 mRNA for leukocyte surface protein",1658309,"Z33642",NA,NA,"","1p13","Chromosome 1, NC_000001.11 (116990423..117037481)","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","cell surface receptor signaling pathway///positive regulation of myeloid leukocyte differentiation","extracellular exosome///integral component of membrane///plasma membrane","GO:0016812","GO:0007166///GO:0002763","GO:0070062///GO:0016021///GO:0005886",-3.73899246371923,4.76352376758275,-6.71698376460057,9.40350558184716e-05,0.00787905070527861,1.84776972556615
"38790_at","epoxide hydrolase 1","EPHX1","2052","","","","Homo sapiens p53/HEH epoxide hydrolase (EPHX) mRNA, complete cds",450270,"L25879",NA,NA,"","1q42.1","Chromosome 1, NC_000001.11 (225810074..225845563)","cis-stilbene-oxide hydrolase activity///epoxide hydrolase activity","aromatic compound catabolic process///response to organic cyclic compound///response to toxic substance///xenobiotic metabolic process","endoplasmic reticulum membrane///integral component of membrane///organelle membrane","GO:0033961///GO:0004301","GO:0019439///GO:0014070///GO:0009636///GO:0006805","GO:0005789///GO:0016021///GO:0031090",-4.82850823920712,5.12169528357288,-6.69417915664435,9.64724362011476e-05,0.00796055233359142,1.82218211091946
"829_s_at","glutathione S-transferase pi 1","GSTP1","2950","","","","Human glutathione S-transferase-P1c gene, complete cds",726097,"U21689",NA,NA,"","11q13","Chromosome 11, NC_000011.10 (67583595..67586653)","JUN kinase binding///S-nitrosoglutathione binding///dinitrosyl-iron complex binding///drug binding///glutathione binding///glutathione peroxidase activity///glutathione transferase activity///glutathione transferase activity///kinase regulator activity///nitric oxide binding///protein binding","cellular oxidant detoxification///cellular response to cell-matrix adhesion///cellular response to epidermal growth factor stimulus///cellular response to glucocorticoid stimulus///cellular response to insulin stimulus///cellular response to lipopolysaccharide///central nervous system development///common myeloid progenitor cell proliferation///glutathione derivative biosynthetic process///glutathione metabolic process///linoleic acid metabolic process///negative regulation of ERK1 and ERK2 cascade///negative regulation of I-kappaB kinase/NF-kappaB signaling///negative regulation of JUN kinase activity///negative regulation of MAP kinase activity///negative regulation of MAPK cascade///negative regulation of acute inflammatory response///negative regulation of apoptotic process///negative regulation of biosynthetic process///negative regulation of extrinsic apoptotic signaling pathway///negative regulation of fibroblast proliferation///negative regulation of interleukin-1 beta production///negative regulation of leukocyte proliferation///negative regulation of monocyte chemotactic protein-1 production///negative regulation of nitric-oxide synthase biosynthetic process///negative regulation of protein kinase activity///negative regulation of stress-activated MAPK cascade///negative regulation of tumor necrosis factor production///negative regulation of tumor necrosis factor-mediated signaling pathway///nitric oxide storage///oligodendrocyte development///organ regeneration///positive regulation of superoxide anion generation///regulation of ERK1 and ERK2 cascade///regulation of stress-activated MAPK cascade///response to L-ascorbic acid///response to amino acid///response to estradiol///response to ethanol///response to mercury ion///response to reactive oxygen species///response to reactive oxygen species///xenobiotic metabolic process","TRAF2-GSTP1 complex///cytoplasm///cytoplasm///cytosol///extracellular exosome///extracellular space///intracellular///mitochondrion///nucleus///plasma membrane///vesicle","GO:0008432///GO:0035730///GO:0035731///GO:0008144///GO:0043295///GO:0004602///GO:0004364///GO:0004364///GO:0019207///GO:0070026///GO:0005515","GO:0098869///GO:0071460///GO:0071364///GO:0071385///GO:0032869///GO:0071222///GO:0007417///GO:0035726///GO:1901687///GO:0006749///GO:0043651///GO:0070373///GO:0043124///GO:0043508///GO:0043407///GO:0043409///GO:0002674///GO:0043066///GO:0009890///GO:2001237///GO:0048147///GO:0032691///GO:0070664///GO:0071638///GO:0051771///GO:0006469///GO:0032873///GO:0032720///GO:0010804///GO:0035732///GO:0014003///GO:0031100///GO:0032930///GO:0070372///GO:0032872///GO:0033591///GO:0043200///GO:0032355///GO:0045471///GO:0046689///GO:0000302///GO:0000302///GO:0006805","GO:0097057///GO:0005737///GO:0005737///GO:0005829///GO:0070062///GO:0005615///GO:0005622///GO:0005739///GO:0005634///GO:0005886///GO:0031982",-1.81079808358431,10.5591224696395,-6.65462795535458,0.000100865170622382,0.00801415108049804,1.77763581192777
"34969_s_at","5-oxoprolinase (ATP-hydrolysing)","OPLAH","26873","","","","Homo sapiens mRNA; cDNA DKFZp434H244 (from clone DKFZp434H244)",5419884,"AL096750",NA,NA,"","8q24.3","Chromosome 8, NC_000008.11 (144051266..144064026, complement)","5-oxoprolinase (ATP-hydrolyzing) activity///5-oxoprolinase (ATP-hydrolyzing) activity///ATP binding","glutathione biosynthetic process///glutathione metabolic process","cytosol///cytosol","GO:0017168///GO:0017168///GO:0005524","GO:0006750///GO:0006749","GO:0005829///GO:0005829",-2.21490178571964,5.04991785469302,-6.64947705883135,0.000101453168878206,0.00801415108049804,1.77181862201134
"677_s_at","acid phosphatase 5, tartrate resistant","ACP5","54","","","","Human tartrate-resistant acid phosphatase type 5 mRNA, complete cds",178005,"J04430",NA,NA,"","19p13.2","Chromosome 19, NC_000019.10 (11574660..11579008, complement)","acid phosphatase activity///ferric iron binding///ferrous iron binding","bone morphogenesis///bone resorption///defense response to Gram-positive bacterium///dephosphorylation///multicellular organismal response to stress///negative regulation of cell adhesion///negative regulation of inflammatory response///negative regulation of interleukin-1 beta production///negative regulation of interleukin-12 production///negative regulation of nitric oxide biosynthetic process///negative regulation of superoxide anion generation///negative regulation of tumor necrosis factor production///ossification///osteoclast differentiation///positive regulation of cell migration///response to L-ascorbic acid///response to cholesterol///response to cytokine///response to lipopolysaccharide///response to zinc ion///riboflavin metabolic process","cytosol///extracellular exosome///extracellular space///integral component of membrane///lysosome","GO:0003993///GO:0008199///GO:0008198","GO:0060349///GO:0045453///GO:0050830///GO:0016311///GO:0033555///GO:0007162///GO:0050728///GO:0032691///GO:0032695///GO:0045019///GO:0032929///GO:0032720///GO:0001503///GO:0030316///GO:0030335///GO:0033591///GO:0070723///GO:0034097///GO:0032496///GO:0010043///GO:0006771","GO:0005829///GO:0070062///GO:0005615///GO:0016021///GO:0005764",-2.11932843931998,10.6747136665375,-6.59186231055659,0.000108291792957722,0.00838763120301376,1.70650254392545
"37656_at","SREBF chaperone","SCAP","22937","","","","Homo sapiens mRNA for KIAA0199 gene",20521843,"D83782",NA,NA,"","3p21.31","Chromosome 3, NC_000003.12 (47413685..47477126, complement)","cholesterol binding///protein binding///protein complex binding///unfolded protein binding","SREBP signaling pathway///aging///cholesterol metabolic process///negative regulation of cholesterol biosynthetic process///positive regulation of low-density lipoprotein particle receptor biosynthetic process///regulation of fatty acid biosynthetic process///response to hypoxia///response to insulin","ER to Golgi transport vesicle membrane///Golgi apparatus///Golgi membrane///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///protein complex","GO:0015485///GO:0005515///GO:0032403///GO:0051082","GO:0032933///GO:0007568///GO:0008203///GO:0045541///GO:0045716///GO:0042304///GO:0001666///GO:0032868","GO:0012507///GO:0005794///GO:0000139///GO:0005783///GO:0005789///GO:0016021///GO:0043234",-3.03583327756976,6.01849350388357,-6.56094128582789,0.000112168538240559,0.00853089033305453,1.67125944020557
"41728_at","malectin","MLEC","9761","","","","Homo sapiens mRNA for KIAA0152 gene",1469885,"D63486",NA,NA,"","12q24.31","Chromosome 12, NC_000012.12 (120687124..120701864)","carbohydrate binding///enzyme binding","carbohydrate metabolic process///protein folding","endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///membrane","GO:0030246///GO:0019899","GO:0005975///GO:0006457","GO:0005783///GO:0005789///GO:0016021///GO:0016020",-1.88207668475074,8.73768907441799,-6.54654094030762,0.000114025542922419,0.00856888380592585,1.65480103190483
"33427_s_at","attractin","ATRN","8455","","","","Homo sapiens attractin-2 (ATRN) mRNA, complete cds",4093195,"AF106861",NA,NA,"","20p13","Chromosome 20, NC_000020.11 (3471018..3651122)","carbohydrate binding///receptor activity","cerebellum development///inflammatory response///myelination///pigmentation///regulation of multicellular organism growth///response to oxidative stress","cytoplasm///extracellular exosome///extracellular space///integral component of plasma membrane///plasma membrane","GO:0030246///GO:0004872","GO:0021549///GO:0006954///GO:0042552///GO:0043473///GO:0040014///GO:0006979","GO:0005737///GO:0070062///GO:0005615///GO:0005887///GO:0005886",-2.68992833437766,7.24992097718871,-6.50276635129199,0.000119879892100256,0.00879932347538214,1.60459326174823
"35675_at","sorbin and SH3 domain containing 3","SORBS3","10174","","","","Homo sapiens SH3-containing adaptor molecule-1 mRNA, complete cds",3004947,"AF037261",NA,NA,"","8p21.3","Chromosome 8, NC_000008.11 (22544990..22575495)","protein binding///structural constituent of cytoskeleton///transcription factor binding///vinculin binding","actin filament organization///cell adhesion///cell-substrate adhesion///muscle contraction///negative regulation of transcription from RNA polymerase II promoter///positive regulation of MAPK cascade///positive regulation of cytoskeleton organization///positive regulation of stress fiber assembly","cytoskeleton///cytosol///focal adhesion///colocalizes_with focal adhesion///nucleus","GO:0005515///GO:0005200///GO:0008134///GO:0017166","GO:0007015///GO:0007155///GO:0031589///GO:0006936///GO:0000122///GO:0043410///GO:0051495///GO:0051496","GO:0005856///GO:0005829///GO:0005925///colocalizes_with GO:0005925///GO:0005634",-2.37820454269741,8.59964323322199,-6.46357638620818,0.000125400435293726,0.00915133234441207,1.55941701869947
"36255_at","adenosine A3 receptor","ADORA3","140","","","","Homo sapiens A3 adenosine receptor (ADORA3) gene, exon 2",1387983,"L77730",NA,NA,"","1p13.2","Chromosome 1, NC_000001.11 (111499429..111504121, complement)","G-protein coupled adenosine receptor activity","adenosine receptor signaling pathway","integral component of membrane///plasma membrane","GO:0001609","GO:0001973","GO:0016021///GO:0005886",-3.48090035623027,5.67029619845941,-6.44309494968364,0.000128395585300948,0.00931605899094522,1.53572142735998
"35132_at","myosin IF","MYO1F","4542","","","","Homo sapiens partial mRNA for myosin-IF",1924939,"X98411",NA,NA,"","19p13.3-p13.2","Chromosome 19, NC_000019.10 (8520790..8577447, complement)","ATP binding///actin binding///calmodulin binding///motor activity","biological_process","unconventional myosin complex","GO:0005524///GO:0003779///GO:0005516///GO:0003774","GO:0008150","GO:0016461",-2.10596893252399,9.56043140053916,-6.41609783448988,0.000132463558026325,0.00950200238683154,1.50439757167238
"36073_at","necdin, MAGE family member","NDN","4692","","","","Human NECDIN related protein mRNA, complete cds",1754970,"U35139",NA,NA,"","15q11.2","Chromosome 15, NC_000015.10 (23685407..23687303, complement)","RNA polymerase II core promoter proximal region sequence-specific DNA binding///gamma-tubulin binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding","axon extension///axonal fasciculation///central nervous system development///genetic imprinting///glial cell migration///multicellular organismal homeostasis///negative regulation of cell proliferation///nervous system development///neuron migration///neurotrophin TRK receptor signaling pathway///positive regulation of transcription from RNA polymerase II promoter///post-embryonic development///regulation of growth///respiratory system process///sensory perception of pain///transcription from RNA polymerase II promoter","cell projection///centrosome///cytosol///nucleus///perikaryon","GO:0000978///GO:0043015///GO:0001077","GO:0048675///GO:0007413///GO:0007417///GO:0071514///GO:0008347///GO:0048871///GO:0008285///GO:0007399///GO:0001764///GO:0048011///GO:0045944///GO:0009791///GO:0040008///GO:0003016///GO:0019233///GO:0006366","GO:0042995///GO:0005813///GO:0005829///GO:0005634///GO:0043204",-2.85935563882506,2.99413268273408,-6.37233338668043,0.000139360261478531,0.00988440056835084,1.45340076330961
"31696_at","RAP2B, member of RAS oncogene family","RAP2B","5912","","","","Human mRNA for rap2b gene",35862,"X52987",NA,NA,"","3q25.2","Chromosome 3, NC_000003.12 (153162212..153170624)","GDP binding///GTP binding///protein binding///protein domain specific binding","Rap protein signal transduction///NOT establishment of endothelial intestinal barrier///NOT microvillus assembly///negative regulation of cell migration///platelet activation///platelet aggregation///positive regulation of protein autophosphorylation///regulation of protein tyrosine kinase activity///signal transduction","bicellular tight junction///cell-cell contact zone///cytosol///extracellular exosome///membrane///membrane raft///plasma membrane///recycling endosome membrane","GO:0019003///GO:0005525///GO:0005515///GO:0019904","GO:0032486///NOT GO:0090557///NOT GO:0030033///GO:0030336///GO:0030168///GO:0070527///GO:0031954///GO:0061097///GO:0007165","GO:0005923///GO:0044291///GO:0005829///GO:0070062///GO:0016020///GO:0045121///GO:0005886///GO:0055038",-2.95152570809959,4.08513194393807,-6.33798939286566,0.000145047052761711,0.00999597794772238,1.41319130882866
"34977_at","sialic acid binding Ig like lectin 7","SIGLEC7","27036","","","","Homo sapiens mRNA for QA79 membrane protein",5295849,"AJ007395",NA,NA,"","19q13.3","Chromosome 19, NC_000019.10 (51142261..51153526)","carbohydrate binding///receptor activity","cell adhesion///regulation of immune response","integral component of plasma membrane///plasma membrane","GO:0030246///GO:0004872","GO:0007155///GO:0050776","GO:0005887///GO:0005886",-2.08844853604041,6.45248780628544,-6.3331890361297,0.000145861888032252,0.00999597794772238,1.40755777857396
"37100_at","formin like 1","FMNL1","752","","","","Homo sapiens mRNA for C17orf1 protein",3873560,"AJ008112",NA,NA,"","17q21","Chromosome 17, NC_000017.11 (45221728..45247322)","GTPase activating protein binding///Rac GTPase binding///actin filament binding///molecular_function///profilin binding///protein binding","actin filament severing///cortical actin cytoskeleton organization///regulation of cell shape///substrate-dependent cell migration","bleb///cell cortex///cytosol///cytosol///extracellular exosome///membrane///phagocytic vesicle///plasma membrane","GO:0032794///GO:0048365///GO:0051015///GO:0003674///GO:0005522///GO:0005515","GO:0051014///GO:0030866///GO:0008360///GO:0006929","GO:0032059///GO:0005938///GO:0005829///GO:0005829///GO:0070062///GO:0016020///GO:0045335///GO:0005886",-1.78827055163188,8.9134764744739,-6.31779777132381,0.000148508346461507,0.00999597794772238,1.38947302157073
