"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"36162_at","basigin (Ok blood group)","BSG","682","","","","H.sapiens mRNA for M6 antigen",34448,"X64364",NA,NA,"","19p13.3","Chromosome 19, NC_000019.10 (571277..583493)","cadherin binding involved in cell-cell adhesion///mannose binding///monocarboxylic acid transmembrane transporter activity///protein binding","cell surface receptor signaling pathway///cell-cell adhesion///decidualization///embryo implantation///extracellular matrix disassembly///extracellular matrix organization///leukocyte migration///monocarboxylic acid transport///odontogenesis of dentin-containing tooth///protein targeting to plasma membrane///pyruvate metabolic process///response to cAMP///response to mercury ion///response to peptide hormone","Golgi membrane///acrosomal membrane///cell-cell adherens junction///extracellular exosome///focal adhesion///integral component of plasma membrane///melanosome///membrane///membrane raft///mitochondrion///plasma membrane///plasma membrane///sarcolemma","GO:0098641///GO:0005537///GO:0008028///GO:0005515","GO:0007166///GO:0098609///GO:0046697///GO:0007566///GO:0022617///GO:0030198///GO:0050900///GO:0015718///GO:0042475///GO:0072661///GO:0006090///GO:0051591///GO:0046689///GO:0043434","GO:0000139///GO:0002080///GO:0005913///GO:0070062///GO:0005925///GO:0005887///GO:0042470///GO:0016020///GO:0045121///GO:0005739///GO:0005886///GO:0005886///GO:0042383",-1.78435386590856,9.64165563554516,-5.51890998584869,0.000393878604382736,0.0146687828328379,0.403255568165342
"784_g_at","WW domain containing E3 ubiquitin protein ligase 1","WWP1","11059","","","","Homo sapiens Nedd-4-like ubiquitin-protein ligase WWP1 mRNA, partial cds",2072500,"U96113",NA,NA,"","8q21","Chromosome 8, NC_000008.11 (86342711..86468357)","ligase activity///protein binding///ubiquitin protein ligase activity///ubiquitin-protein transferase activity","central nervous system development///ion transmembrane transport///negative regulation of transcription, DNA-templated///proteasome-mediated ubiquitin-dependent protein catabolic process///protein ubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///signal transduction///viral entry into host cell","cytoplasm///cytosol///extracellular exosome///nucleus///plasma membrane///ubiquitin ligase complex","GO:0016874///GO:0005515///GO:0061630///GO:0004842","GO:0007417///GO:0034220///GO:0045892///GO:0043161///GO:0016567///GO:0042787///GO:0007165///GO:0046718","GO:0005737///GO:0005829///GO:0070062///GO:0005634///GO:0005886///GO:0000151",-2.41199945635309,8.03371631486889,-5.51604158584219,0.000395321343460314,0.0146792116505484,0.399542680530989
"33533_at","DnaJ heat shock protein family (Hsp40) member B4","DNAJB4","11080","","","","Homo sapiens heat shock protein hsp40 homolog mRNA, complete cds",6031211,"U40992",NA,NA,"","1p31.1","Chromosome 1, NC_000001.11 (77979158..78017964)","chaperone binding///protein binding///unfolded protein binding","protein folding///response to heat///response to unfolded protein","cytoplasm///cytosol///extracellular exosome///nucleoplasm///plasma membrane","GO:0051087///GO:0005515///GO:0051082","GO:0006457///GO:0009408///GO:0006986","GO:0005737///GO:0005829///GO:0070062///GO:0005654///GO:0005886",2.28224619684583,6.84399870386999,5.50763050759918,0.000399585081504168,0.014738393740183,0.388648068667711
"35034_at","","","","(clone B3B3E13) chromosome 4p16.3 DNA fragment","","Hs.660165","Homo Sapiens (clone B3B3E13) chromosome 4p16.3 DNA fragment",600517,"L34409",NA,NA,"","","","","","","","","",3.14401597658002,2.34583831691885,5.50760300205744,0.000399599106174926,0.014738393740183,0.388612423909689
"38677_at","heat shock protein family A (Hsp70) member 13","HSPA13","6782","","","","Human microsomal stress 70 protein ATPase core (stch) mRNA, complete cds",460147,"U04735",NA,NA,"","21q11","Chromosome 21, NC_000021.9 (14371115..14383188, complement)","ATP binding///protein binding","","endoplasmic reticulum///extracellular exosome///intracellular membrane-bounded organelle","GO:0005524///GO:0005515","","GO:0005783///GO:0070062///GO:0043231",1.68438537790877,7.33149490283398,5.50600005053288,0.000400417350723387,0.014738393740183,0.386534940972872
"33425_at","tripartite motif containing 28","TRIM28","10155","","","","H.sapiens mRNA for TIF1beta zinc finger protein",1524108,"X97548",NA,NA,"","19q13.4","Chromosome 19, NC_000019.10 (58544469..58550715)","DNA binding///Krueppel-associated box domain binding///RNA polymerase II transcription coactivator activity///chromatin binding///chromo shadow domain binding///ligase activity///poly(A) RNA binding///promoter-specific chromatin binding///protein binding///protein kinase activity///contributes_to sequence-specific DNA binding///transcription corepressor activity///contributes_to transcription factor activity, sequence-specific DNA binding///ubiquitin protein ligase binding///ubiquitin-protein transferase activity///zinc ion binding","DNA methylation involved in embryo development///DNA repair///Ras protein signal transduction///convergent extension involved in axis elongation///covalent chromatin modification///embryo implantation///embryonic placenta morphogenesis///epithelial to mesenchymal transition///innate immune response///negative regulation of DNA demethylation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///negative regulation of viral release from host cell///positive regulation of DNA repair///positive regulation of methylation-dependent chromatin silencing///positive regulation of transcription factor import into nucleus///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///protein autophosphorylation///protein oligomerization///protein sumoylation///protein sumoylation///protein ubiquitination///regulation of genetic imprinting///transcription initiation from RNA polymerase II promoter","RNA polymerase II transcription factor complex///nuclear euchromatin///nuclear heterochromatin///nucleoplasm///nucleoplasm///nucleus///nucleus","GO:0003677///GO:0035851///GO:0001105///GO:0003682///GO:0070087///GO:0016874///GO:0044822///GO:1990841///GO:0005515///GO:0004672///contributes_to GO:0043565///GO:0003714///contributes_to GO:0003700///GO:0031625///GO:0004842///GO:0008270","GO:0043045///GO:0006281///GO:0007265///GO:0060028///GO:0016569///GO:0007566///GO:0060669///GO:0001837///GO:0045087///GO:1901536///GO:0000122///GO:0045892///GO:1902187///GO:0045739///GO:0090309///GO:0042993///GO:0045944///GO:0045893///GO:0046777///GO:0051259///GO:0016925///GO:0016925///GO:0016567///GO:2000653///GO:0006367","GO:0090575///GO:0005719///GO:0005720///GO:0005654///GO:0005654///GO:0005634///GO:0005634",-1.46365278642836,9.61707960786685,-5.49420907912319,0.000406492340090228,0.0149185052140672,0.371241387781616
"37120_at","transketolase like 1","TKTL1","8277","","","","H.sapiens mRNA for transketolase-like protein (2418 bp)",1232174,"X91817",NA,NA,"","Xq28","Chromosome X, NC_000023.11 (154295674..154330363)","metal ion binding///transketolase activity","glucose catabolic process///thiamine metabolic process","cytoplasm///nucleus","GO:0046872///GO:0004802","GO:0006007///GO:0006772","GO:0005737///GO:0005634",3.76358824836265,4.52728375490298,5.49129781033992,0.000408007638133322,0.0149307142940092,0.367462047276753
"1519_at","ETS proto-oncogene 2, transcription factor","ETS2","2114","","","","Human erythroblastosis virus oncogene homolog 2 (ets-2) mRNA, complete cds",182272,"J04102",NA,NA,"","21q22.2","Chromosome 21, NC_000021.9 (38805307..38824955)","DNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///glucocorticoid receptor binding///protein binding///transcription factor activity, sequence-specific DNA binding///transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding","cell differentiation///ectodermal cell fate commitment///mesoderm development///negative regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///primitive streak formation///skeletal system development///transcription, DNA-templated","cytoplasm///nucleoplasm///nucleoplasm///nucleus///plasma membrane","GO:0003677///GO:0000978///GO:0035259///GO:0005515///GO:0003700///GO:0001078","GO:0030154///GO:0001712///GO:0007498///GO:0000122///GO:0045944///GO:0045893///GO:0090009///GO:0001501///GO:0006351","GO:0005737///GO:0005654///GO:0005654///GO:0005634///GO:0005886",1.50426173958607,9.32489441857353,5.4879297088304,0.000409768364304204,0.0149518080905797,0.363088045423058
"2052_g_at","O-6-methylguanine-DNA methyltransferase","MGMT","4255","","","","Human O6-methylguanine-DNA methyltransferase mRNA, complete cds",181615,"M31767",NA,NA,"","10q26","Chromosome 10, NC_000010.11 (129467184..129770983)","DNA binding///DNA-methyltransferase activity///calcium ion binding///damaged DNA binding///methylated-DNA-[protein]-cysteine S-methyltransferase activity///methyltransferase activity","DNA dealkylation involved in DNA repair///DNA dealkylation involved in DNA repair///DNA ligation///DNA methylation///cellular response to ionizing radiation///cellular response to organic cyclic compound///cellular response to oxidative stress///mammary gland epithelial cell differentiation///negative regulation of apoptotic process///positive regulation of double-strand break repair///regulation of cysteine-type endopeptidase activity involved in apoptotic process///response to drug///response to ethanol///response to folic acid///response to toxic substance","membrane///nucleoplasm///nucleoplasm///nucleus","GO:0003677///GO:0009008///GO:0005509///GO:0003684///GO:0003908///GO:0008168","GO:0006307///GO:0006307///GO:0006266///GO:0006306///GO:0071479///GO:0071407///GO:0034599///GO:0060644///GO:0043066///GO:2000781///GO:0043281///GO:0042493///GO:0045471///GO:0051593///GO:0009636","GO:0016020///GO:0005654///GO:0005654///GO:0005634",-1.91556206083518,6.79874651922727,-5.48524454872323,0.000411177977435418,0.0149600056631762,0.359599709889454
"31865_at","DBF4 zinc finger","DBF4","10926","","","","Homo sapiens mRNA for activator of S phase Kinase, complete cds",4996095,"AB028069",NA,NA,"","7q21.3","Chromosome 7, NC_000007.14 (87876229..87909541)","enzyme activator activity///nucleic acid binding///zinc ion binding","DNA replication///G1/S transition of mitotic cell cycle///positive regulation of catalytic activity","nucleoplasm","GO:0008047///GO:0003676///GO:0008270","GO:0006260///GO:0000082///GO:0043085","GO:0005654",1.68689375206775,6.52396980444202,5.46270325328835,0.0004232208902365,0.0153539187909075,0.330272579869764
"40306_at","KIAA1549///B-Raf proto-oncogene, serine/threonine kinase","KIAA1549///BRAF","57670///673","","","","Homo sapiens B-raf protein (BRAF) mRNA, complete cds",41387219,"M95712",NA,NA,"","7q34///7q34","Chromosome 7, NC_000007.14 (138831377..138981626, complement)///Chromosome 7, NC_000007.14 (140719331..140924764, complement)","ATP binding///MAP kinase kinase kinase activity///calcium ion binding///identical protein binding///mitogen-activated protein kinase kinase binding///protein binding///protein heterodimerization activity///protein kinase activity///protein serine/threonine kinase activity///NOT small GTPase binding","CD4-positive, alpha-beta T cell differentiation///MAPK cascade///activation of MAPKK activity///cellular response to calcium ion///cellular response to drug///establishment of protein localization to membrane///face development///glucose transport///head morphogenesis///long-term synaptic potentiation///myeloid progenitor cell differentiation///negative regulation of apoptotic process///negative regulation of endothelial cell apoptotic process///negative regulation of fibroblast migration///negative regulation of neuron apoptotic process///negative regulation of synaptic vesicle exocytosis///organ morphogenesis///positive T cell selection///positive regulation of ERK1 and ERK2 cascade///positive regulation of axon regeneration///positive regulation of axonogenesis///positive regulation of gene expression///positive regulation of peptidyl-serine phosphorylation///positive regulation of stress fiber assembly///positive regulation of substrate adhesion-dependent cell spreading///protein heterooligomerization///protein phosphorylation///regulation of cell proliferation///response to cAMP///response to peptide hormone///somatic stem cell population maintenance///thymus development///thyroid gland development///visual learning","integral component of membrane///cell body///cytoplasm///cytosol///intracellular membrane-bounded organelle///mitochondrion///neuron projection///nucleus///plasma membrane","GO:0005524///GO:0004709///GO:0005509///GO:0042802///GO:0031434///GO:0005515///GO:0046982///GO:0004672///GO:0004674///NOT GO:0031267","GO:0043367///GO:0000165///GO:0000186///GO:0071277///GO:0035690///GO:0090150///GO:0060324///GO:0015758///GO:0060323///GO:0060291///GO:0002318///GO:0043066///GO:2000352///GO:0010764///GO:0043524///GO:2000301///GO:0009887///GO:0043368///GO:0070374///GO:0048680///GO:0050772///GO:0010628///GO:0033138///GO:0051496///GO:1900026///GO:0051291///GO:0006468///GO:0042127///GO:0051591///GO:0043434///GO:0035019///GO:0048538///GO:0030878///GO:0008542","GO:0016021///GO:0044297///GO:0005737///GO:0005829///GO:0043231///GO:0005739///GO:0043005///GO:0005634///GO:0005886",2.31798860802534,4.46175314877462,5.45904808220184,0.000425209495315922,0.0153818621156548,0.325509750366559
"36199_at","death associated protein","DAP","1611","","","","H.sapiens DAP-1 mRNA",434844,"X76105",NA,NA,"","5p15.2","Chromosome 5, NC_000005.10 (10679230..10761275, complement)","death domain binding","activation of cysteine-type endopeptidase activity involved in apoptotic process///apoptotic process///apoptotic signaling pathway///autophagy///cellular response to amino acid starvation///negative regulation of NF-kappaB transcription factor activity///negative regulation of autophagy///negative regulation of transcription, DNA-templated","","GO:0070513","GO:0006919///GO:0006915///GO:0097190///GO:0006914///GO:0034198///GO:0032088///GO:0010507///GO:0045892","",-1.38958230498886,9.50109927388447,-5.45543173750982,0.000427186952877188,0.0154092436573557,0.320795506031115
"1102_s_at","nuclear receptor subfamily 3 group C member 1","NR3C1","2908","","","","Human mRNA for alpha-glucocorticoid receptor (clone OB7)",31679,"X03225",NA,NA,"","5q31.3","Chromosome 5, NC_000005.10 (143277931..143435512, complement)","RNA binding///RNA polymerase II core promoter proximal region sequence-specific DNA binding///glucocorticoid receptor activity///glucocorticoid-activated RNA polymerase II transcription factor binding transcription factor activity///protein binding///protein complex binding///steroid binding///steroid hormone binding///transcription factor activity, sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///zinc ion binding","apoptotic process///cell division///cellular response to steroid hormone stimulus///chromosome segregation///covalent chromatin modification///glucocorticoid mediated signaling pathway///glucocorticoid receptor signaling pathway///mitotic nuclear division///positive regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///signal transduction///transcription from RNA polymerase II promoter///transcription initiation from RNA polymerase II promoter///transcription, DNA-templated","cytoplasm///microtubule organizing center///mitochondrial matrix///nucleoplasm///nucleoplasm///nucleus///protein complex///spindle","GO:0003723///GO:0000978///GO:0004883///GO:0038051///GO:0005515///GO:0032403///GO:0005496///GO:1990239///GO:0003700///GO:0001077///GO:0008270","GO:0006915///GO:0051301///GO:0071383///GO:0007059///GO:0016569///GO:0043402///GO:0042921///GO:0007067///GO:0045944///GO:0006355///GO:0007165///GO:0006366///GO:0006367///GO:0006351","GO:0005737///GO:0005815///GO:0005759///GO:0005654///GO:0005654///GO:0005634///GO:0043234///GO:0005819",1.54703085600008,9.15081550505185,5.45286537808127,0.000428596315801864,0.0154160355754944,0.317448804654323
"33197_at","myosin VIIA","MYO7A","4647","","","","Human myosin VIIA (USH1B) mRNA, complete cds",1235669,"U39226",NA,NA,"","11q13.5","Chromosome 11, NC_000011.10 (77128192..77215241)","ADP binding///ATP binding///actin filament binding///actin-dependent ATPase activity///calmodulin binding///microfilament motor activity///protein N-terminus binding///protein binding///protein domain specific binding///protein homodimerization activity///spectrin binding","actin filament-based movement///auditory receptor cell stereocilium organization///equilibrioception///eye photoreceptor cell development///intracellular protein transport///lysosome organization///phagolysosome assembly///pigment granule transport///post-embryonic organ morphogenesis///sensory perception of light stimulus///sensory perception of sound///visual perception","apical plasma membrane///cell cortex///cytoplasm///cytosol///lysosomal membrane///melanosome///microvillus///myosin VII complex///photoreceptor connecting cilium///photoreceptor inner segment///photoreceptor outer segment///stereocilium///synapse///upper tip-link density","GO:0043531///GO:0005524///GO:0051015///GO:0030898///GO:0005516///GO:0000146///GO:0047485///GO:0005515///GO:0019904///GO:0042803///GO:0030507","GO:0030048///GO:0060088///GO:0050957///GO:0042462///GO:0006886///GO:0007040///GO:0001845///GO:0051904///GO:0048563///GO:0050953///GO:0007605///GO:0007601","GO:0016324///GO:0005938///GO:0005737///GO:0005829///GO:0005765///GO:0042470///GO:0005902///GO:0031477///GO:0032391///GO:0001917///GO:0001750///GO:0032420///GO:0045202///GO:1990435",-1.6687746203501,7.2233076475932,-5.44594663279892,0.0004324210523126,0.0155094198450187,0.308421295358151
"32553_at","MYC associated zinc finger protein","MAZ","4150","","","","Human zinc finger protein (MAZ) mRNA",187393,"M94046",NA,NA,"","16p11.2","Chromosome 16, NC_000016.10 (29806096..29811183)","RNA polymerase II core promoter sequence-specific DNA binding///metal ion binding///poly(A) RNA binding///protein binding","regulation of transcription, DNA-templated///termination of RNA polymerase II transcription///transcription initiation from RNA polymerase II promoter","nucleus","GO:0000979///GO:0046872///GO:0044822///GO:0005515","GO:0006355///GO:0006369///GO:0006367","GO:0005634",-1.7591276811639,9.50579372540686,-5.43951462341731,0.000436009930456879,0.0155938395807878,0.300022316018001
"34842_at","SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N","SNURF///SNRPN","8926///6638","","","","Human small nuclear ribonuleoprotein particle N (SNRPN) mRNA, complete cds",1145774,"U41303",NA,NA,"","15q12///15q11.2","Chromosome 15, NC_000015.10 (24954893..24978723)///Chromosome 15, NC_000015.10 (24823637..24978723)","molecular_function///RNA binding///protein binding","biological_process///RNA splicing///mRNA splicing, via spliceosome///response to hormone","nucleus///U1 snRNP///U2 snRNP///U2-type prespliceosome///U4 snRNP///U4/U6 x U5 tri-snRNP complex///U5 snRNP///catalytic step 2 spliceosome///cytoplasm///small nuclear ribonucleoprotein complex///spliceosomal complex","GO:0003674///GO:0003723///GO:0005515","GO:0008150///GO:0008380///GO:0000398///GO:0009725","GO:0005634///GO:0005685///GO:0005686///GO:0071004///GO:0005687///GO:0046540///GO:0005682///GO:0071013///GO:0005737///GO:0030532///GO:0005681",-1.50851684926697,8.07981719933802,-5.43296699798263,0.000439696516291375,0.0156407558008001,0.291465871811744
"39891_at","zinc finger protein 710","ZNF710","374655","","","","qk40b01.x1 NCI_CGAP_Co8 Homo sapiens cDNA clone IMAGE:1871401 3-, mRNA sequence",3842127,"AI246730",NA,NA,"","15q26.1","Chromosome 15, NC_000015.10 (90001491..90082200)","DNA binding///metal ion binding///transcription cofactor activity","regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","nucleus","GO:0003677///GO:0046872///GO:0003712","GO:0006357///GO:0006351","GO:0005634",-1.86282654963015,7.43256195146654,-5.43278500045873,0.0004397994700423,0.0156407558008001,0.291227943663225
"38374_at","Kruppel like factor 10","KLF10","7071","","","","Homo sapiens TGFb inducible early protein and early growth response protein alpha genes, complete cds",3523144,"AF050110",NA,NA,"","8q22.2","Chromosome 8, NC_000008.11 (102648777..102655902, complement)","core promoter sequence-specific DNA binding///metal ion binding///protein binding///transcription factor activity, sequence-specific DNA binding","bone mineralization///cell proliferation///cell-cell signaling///cellular response to peptide///cellular response to starvation///circadian rhythm///negative regulation of cell proliferation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///positive regulation of osteoclast differentiation///regulation of circadian rhythm///skeletal system development///somatic stem cell population maintenance///transcription, DNA-templated///transforming growth factor beta receptor signaling pathway","nucleus","GO:0001046///GO:0046872///GO:0005515///GO:0003700","GO:0030282///GO:0008283///GO:0007267///GO:1901653///GO:0009267///GO:0007623///GO:0008285///GO:0000122///GO:0045892///GO:0045672///GO:0042752///GO:0001501///GO:0035019///GO:0006351///GO:0007179","GO:0005634",1.75955315160048,10.6880989216424,5.42961038336422,0.000441599522198206,0.0156606572127875,0.287076903840485
"40331_at","macrophage receptor with collagenous structure","MARCO","8685","","","","Homo sapiens macrophage receptor MARCO mRNA, complete cds",3002790,"AF035819",NA,NA,"","2q14.2","Chromosome 2, NC_000002.12 (118942166..118994664)","scavenger receptor activity///signaling pattern recognition receptor activity///transmembrane signaling receptor activity","apoptotic cell clearance///cell surface receptor signaling pathway///innate immune response///pattern recognition receptor signaling pathway///receptor-mediated endocytosis","collagen trimer///endocytic vesicle membrane///integral component of plasma membrane///plasma membrane","GO:0005044///GO:0008329///GO:0004888","GO:0043277///GO:0007166///GO:0045087///GO:0002221///GO:0006898","GO:0005581///GO:0030666///GO:0005887///GO:0005886",3.65980712273742,9.84888620818892,5.42656484931321,0.000443333891585964,0.0156781243172908,0.283093201600911
"34974_at","ADAM like decysin 1","ADAMDEC1","27299","","","","Homo sapiens mRNA for disintegrin-protease",5042231,"Y13323",NA,NA,"","8p21.2","Chromosome 8, NC_000008.11 (24384285..24406013)","metalloendopeptidase activity///zinc ion binding","immune response///negative regulation of cell adhesion///proteolysis","cellular_component///extracellular region","GO:0004222///GO:0008270","GO:0006955///GO:0007162///GO:0006508","GO:0005575///GO:0005576",-2.16062316108354,8.47269452672152,-5.40723468524597,0.000454515676022277,0.0159686233052097,0.257775367685827
"2036_s_at","CD44 molecule (Indian blood group)","CD44","960","","","","Human cell adhesion molecule (CD44) mRNA, complete cds",180129,"M59040",NA,NA,"","11p13","Chromosome 11, NC_000011.10 (35138870..35232402)","collagen binding///contributes_to cytokine receptor activity///hyaluronic acid binding///hyaluronic acid binding///protein binding","cartilage development///cell-matrix adhesion///cellular response to fibroblast growth factor stimulus///extracellular matrix disassembly///extracellular matrix organization///hyaluronan catabolic process///hyaluronan catabolic process///interferon-gamma-mediated signaling pathway///leukocyte migration///monocyte aggregation///negative regulation of DNA damage response, signal transduction by p53 class mediator///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator///positive regulation of ERK1 and ERK2 cascade///positive regulation of heterotypic cell-cell adhesion///positive regulation of monocyte aggregation///positive regulation of peptidyl-serine phosphorylation///positive regulation of peptidyl-tyrosine phosphorylation///single organismal cell-cell adhesion","Golgi apparatus///cell surface///cytoplasm///extracellular exosome///focal adhesion///integral component of plasma membrane///macrophage migration inhibitory factor receptor complex///plasma membrane///plasma membrane","GO:0005518///contributes_to GO:0004896///GO:0005540///GO:0005540///GO:0005515","GO:0051216///GO:0007160///GO:0044344///GO:0022617///GO:0030198///GO:0030214///GO:0030214///GO:0060333///GO:0050900///GO:0070487///GO:0043518///GO:0043066///GO:0043154///GO:1902166///GO:0070374///GO:0034116///GO:1900625///GO:0033138///GO:0050731///GO:0016337","GO:0005794///GO:0009986///GO:0005737///GO:0070062///GO:0005925///GO:0005887///GO:0035692///GO:0005886///GO:0005886",1.82204146079271,11.5848089014385,5.40611869876494,0.000455170501663139,0.0159686233052097,0.256311950652595
"37307_at","G protein subunit alpha i2","GNAI2","2771","","","","Human mRNA for G(i) protein alpha-subunit (adenylate cyclase inhibiting GTP-binding protein)",31743,"X04828",NA,NA,"","3p21.31","Chromosome 3, NC_000003.12 (50226688..50259354)","G-protein beta/gamma-subunit complex binding///G-protein coupled receptor binding///GTP binding///GTPase activity///metal ion binding///protein binding///signal transducer activity","G-protein coupled acetylcholine receptor signaling pathway///G-protein coupled receptor signaling pathway///activation of MAPKK activity///adenosine receptor signaling pathway///adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway///adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway///cell cycle///cell division///cell proliferation///gamma-aminobutyric acid signaling pathway///intracellular signal transduction///negative regulation of adenylate cyclase activity///negative regulation of synaptic transmission///positive regulation of cell proliferation///protein folding///regulation of calcium ion transport///response to nutrient///signal transduction","cell body///centrosome///cytoplasm///cytosol///dendrite///extracellular exosome///extracellular vesicle///heterotrimeric G-protein complex///membrane///membrane raft///midbody///nucleoplasm///plasma membrane///plasma membrane","GO:0031683///GO:0001664///GO:0005525///GO:0003924///GO:0046872///GO:0005515///GO:0004871","GO:0007213///GO:0007186///GO:0000186///GO:0001973///GO:0007193///GO:0007193///GO:0007049///GO:0051301///GO:0008283///GO:0007214///GO:0035556///GO:0007194///GO:0050805///GO:0008284///GO:0006457///GO:0051924///GO:0007584///GO:0007165","GO:0044297///GO:0005813///GO:0005737///GO:0005829///GO:0030425///GO:0070062///GO:1903561///GO:0005834///GO:0016020///GO:0045121///GO:0030496///GO:0005654///GO:0005886///GO:0005886",-1.89729052605777,11.5770768656682,-5.40582514091513,0.000455342921970335,0.0159686233052097,0.255926970288389
"33971_f_at","deleted in azoospermia like","DAZL","1618","","","","Human DAZLA mRNA, complete cds",1658367,"U66078",NA,NA,"","3p24.3","Chromosome 3, NC_000003.12 (16586792..16605499, complement)","RNA binding///identical protein binding///mRNA 3'-UTR binding///nucleotide binding///protein binding///translation activator activity","female meiosis II///germ cell development///multicellular organism development///oocyte maturation///positive regulation of meiotic nuclear division///positive regulation of translational initiation///spermatogenesis","cytoplasm///nucleus///polysome","GO:0003723///GO:0042802///GO:0003730///GO:0000166///GO:0005515///GO:0008494","GO:0007147///GO:0007281///GO:0007275///GO:0001556///GO:0045836///GO:0045948///GO:0007283","GO:0005737///GO:0005634///GO:0005844",2.27243604367602,3.08810917427367,5.39779590051875,0.000460086428473497,0.0160902802201604,0.245392076648529
"33985_s_at","heat shock protein 90 alpha family class B member 1","HSP90AB1","3326","","","","49b9 Human retina cDNA randomly primed sublibrary Homo sapiens cDNA, mRNA sequence",1308564,"W28616",NA,NA,"","6p12","Chromosome 6, NC_000006.12 (44246166..44253888)","ATP binding///CTP binding///GTP binding///MHC class II protein complex binding///TPR domain binding///UTP binding///cadherin binding involved in cell-cell adhesion///dATP binding///double-stranded RNA binding///histone deacetylase binding///ion channel binding///kinase binding///nitric-oxide synthase regulator activity///poly(A) RNA binding///protein binding///protein kinase binding///protein kinase regulator activity///sulfonylurea receptor binding///unfolded protein binding","Fc-gamma receptor signaling pathway involved in phagocytosis///cell-cell adhesion///cellular response to interleukin-4///cellular response to organic cyclic compound///fibril organization///negative regulation of neuron apoptotic process///negative regulation of proteasomal ubiquitin-dependent protein catabolic process///placenta development///positive regulation of cell size///positive regulation of nitric oxide biosynthetic process///positive regulation of phosphoprotein phosphatase activity///positive regulation of protein binding///positive regulation of protein import into nucleus, translocation///positive regulation of protein serine/threonine kinase activity///protein folding///protein stabilization///regulation of cellular response to heat///regulation of interferon-gamma-mediated signaling pathway///regulation of protein ubiquitination///regulation of type I interferon-mediated signaling pathway///response to salt stress///response to unfolded protein///virion attachment to host cell","colocalizes_with COP9 signalosome///apical plasma membrane///basolateral plasma membrane///brush border membrane///cell surface///cell-cell adherens junction///cytoplasm///cytosol///extracellular exosome///inclusion body///melanosome///membrane///mitochondrion///nucleoplasm","GO:0005524///GO:0002135///GO:0005525///GO:0023026///GO:0030911///GO:0002134///GO:0098641///GO:0032564///GO:0003725///GO:0042826///GO:0044325///GO:0019900///GO:0030235///GO:0044822///GO:0005515///GO:0019901///GO:0019887///GO:0017098///GO:0051082","GO:0038096///GO:0098609///GO:0071353///GO:0071407///GO:0097435///GO:0043524///GO:0032435///GO:0001890///GO:0045793///GO:0045429///GO:0032516///GO:0032092///GO:0033160///GO:0071902///GO:0006457///GO:0050821///GO:1900034///GO:0060334///GO:0031396///GO:0060338///GO:0009651///GO:0006986///GO:0019062","colocalizes_with GO:0008180///GO:0016324///GO:0016323///GO:0031526///GO:0009986///GO:0005913///GO:0005737///GO:0005829///GO:0070062///GO:0016234///GO:0042470///GO:0016020///GO:0005739///GO:0005654",2.39921286828378,7.72710908246168,5.38793067578757,0.000465988057168656,0.0162417980626105,0.232434741380115
"32266_at","cadherin 12","CDH12","1010","","","","Human (clone 8B1) Br-cadherin mRNA, complete cds",793942,"L33477",NA,NA,"","5p14.3","Chromosome 5, NC_000005.10 (21750191..22853622, complement)","calcium ion binding","adherens junction organization///homophilic cell adhesion via plasma membrane adhesion molecules","integral component of membrane///plasma membrane","GO:0005509","GO:0034332///GO:0007156","GO:0016021///GO:0005886",2.3628239165805,1.48950475528383,5.38462077122757,0.000467986466471701,0.0162417980626105,0.228084057641136
"38652_at","WW domain binding protein 1-like","WBP1L","54838","","","","Homo sapiens clone 24742 mRNA sequence",3283917,"AF070644",NA,NA,"","10q24.32","Chromosome 10, NC_000010.11 (102742708..102816267)","protein binding","","integral component of membrane","GO:0005515","","GO:0016021",-1.35354505884141,9.16294921167777,-5.38413857306003,0.000468278375824969,0.0162417980626105,0.227450095231046
